"","fish.id","age","lagoon","year.capture","month.capture","edge","birth","t","annuli_num","OL.t","OL.t1","OL.tNeg1","med_year_t","comb","annualT","winterT","growthT","summerT","lagoonT","avgLagT","shallowT","deepT"
"139","M111",2,"med",2008,"December","Just Opaque",2006,2006,1,1.461286976,1.968097982,0,"med_2006","med_2006",16.7062784025,13.559240758,18.9541624342857,20.3250259233333,20.3250259233333,24.4087890989729,24.7594444444444,24.0581337535014
"140","M111",2,"med",2008,"December","Just Opaque",2006,2007,2,1.968097982,NA,1.461286976,"med_2007","med_2007",16.7052226016667,13.7193799,18.8379673885714,20.4790245666667,20.4790245666667,22.3201246588379,21.9875,22.6527493176758
"141","M113",2,"med",2008,"December","Just Opaque",2006,2006,1,1.622308143,1.898657681,0,"med_2006","med_2006",16.7062784025,13.559240758,18.9541624342857,20.3250259233333,20.3250259233333,24.4087890989729,24.7594444444444,24.0581337535014
"142","M113",2,"med",2008,"December","Just Opaque",2006,2007,2,1.898657681,NA,1.622308143,"med_2007","med_2007",16.7052226016667,13.7193799,18.8379673885714,20.4790245666667,20.4790245666667,22.3201246588379,21.9875,22.6527493176758
"143","M114",1,"med",2008,"December","Translucent ",2007,2007,1,1.424636515,NA,0,"med_2007","med_2007",16.7052226016667,13.7193799,18.8379673885714,20.4790245666667,20.4790245666667,22.3201246588379,21.9875,22.6527493176758
"144","M115",1,"med",2008,"December","Translucent",2007,2007,1,1.442974819,NA,0,"med_2007","med_2007",16.7052226016667,13.7193799,18.8379673885714,20.4790245666667,20.4790245666667,22.3201246588379,21.9875,22.6527493176758
"145","M116",2,"med",2008,"December","Just Opaque",2006,2006,1,1.451653155,1.812051146,0,"med_2006","med_2006",16.7062784025,13.559240758,18.9541624342857,20.3250259233333,20.3250259233333,24.4087890989729,24.7594444444444,24.0581337535014
"146","M116",2,"med",2008,"December","Just Opaque",2006,2007,2,1.812051146,NA,1.451653155,"med_2007","med_2007",16.7052226016667,13.7193799,18.8379673885714,20.4790245666667,20.4790245666667,22.3201246588379,21.9875,22.6527493176758
"147","M117",2,"med",2008,"December","Just Opaque",2006,2006,1,1.342522576,1.748712838,0,"med_2006","med_2006",16.7062784025,13.559240758,18.9541624342857,20.3250259233333,20.3250259233333,24.4087890989729,24.7594444444444,24.0581337535014
"148","M117",2,"med",2008,"December","Just Opaque",2006,2007,2,1.748712838,NA,1.342522576,"med_2007","med_2007",16.7052226016667,13.7193799,18.8379673885714,20.4790245666667,20.4790245666667,22.3201246588379,21.9875,22.6527493176758
"149","M118",2,"med",2008,"December","Just Opaque",2006,2006,1,1.487171274,1.893571167,0,"med_2006","med_2006",16.7062784025,13.559240758,18.9541624342857,20.3250259233333,20.3250259233333,24.4087890989729,24.7594444444444,24.0581337535014
"150","M118",2,"med",2008,"December","Just Opaque",2006,2007,2,1.893571167,NA,1.487171274,"med_2007","med_2007",16.7052226016667,13.7193799,18.8379673885714,20.4790245666667,20.4790245666667,22.3201246588379,21.9875,22.6527493176758
"151","M119",2,"med",2008,"December","Just Opaque",2006,2006,1,1.439637741,2.008296372,0,"med_2006","med_2006",16.7062784025,13.559240758,18.9541624342857,20.3250259233333,20.3250259233333,24.4087890989729,24.7594444444444,24.0581337535014
"152","M119",2,"med",2008,"December","Just Opaque",2006,2007,2,2.008296372,NA,1.439637741,"med_2007","med_2007",16.7052226016667,13.7193799,18.8379673885714,20.4790245666667,20.4790245666667,22.3201246588379,21.9875,22.6527493176758
"153","M120",1,"med",2008,"December","Translucent",2007,2007,1,1.600175946,NA,0,"med_2007","med_2007",16.7052226016667,13.7193799,18.8379673885714,20.4790245666667,20.4790245666667,22.3201246588379,21.9875,22.6527493176758
"154","M121",2,"med",2008,"December","Just Opaque",2006,2006,1,1.606520453,1.954742664,0,"med_2006","med_2006",16.7062784025,13.559240758,18.9541624342857,20.3250259233333,20.3250259233333,24.4087890989729,24.7594444444444,24.0581337535014
"155","M121",2,"med",2008,"December","Just Opaque",2006,2007,2,1.954742664,NA,1.606520453,"med_2007","med_2007",16.7052226016667,13.7193799,18.8379673885714,20.4790245666667,20.4790245666667,22.3201246588379,21.9875,22.6527493176758
"156","M122",2,"med",2008,"December","Just Opaque",2006,2006,1,1.431775335,1.901020513,0,"med_2006","med_2006",16.7062784025,13.559240758,18.9541624342857,20.3250259233333,20.3250259233333,24.4087890989729,24.7594444444444,24.0581337535014
"157","M122",2,"med",2008,"December","Just Opaque",2006,2007,2,1.901020513,NA,1.431775335,"med_2007","med_2007",16.7052226016667,13.7193799,18.8379673885714,20.4790245666667,20.4790245666667,22.3201246588379,21.9875,22.6527493176758
"158","M123",3,"med",2008,"October","Just Opaque",2005,2005,1,1.754822185,2.165802275,0,"med_2005","med_2005",16.51457726,13.48520655,18.6784134814286,20.54485515,20.54485515,23.4721289862099,24.12,22.8242579724197
"159","M123",3,"med",2008,"October","Just Opaque",2005,2006,2,2.165802275,2.418134473,1.754822185,"med_2006","med_2006",16.7062784025,13.559240758,18.9541624342857,20.3250259233333,20.3250259233333,24.4087890989729,24.7594444444444,24.0581337535014
"160","M123",3,"med",2008,"October","Just Opaque",2005,2007,3,2.418134473,NA,2.165802275,"med_2007","med_2007",16.7052226016667,13.7193799,18.8379673885714,20.4790245666667,20.4790245666667,22.3201246588379,21.9875,22.6527493176758
"161","M124",3,"med",2008,"October","Just Opaque",2005,2005,1,1.556574876,1.897801561,0,"med_2005","med_2005",16.51457726,13.48520655,18.6784134814286,20.54485515,20.54485515,23.4721289862099,24.12,22.8242579724197
"162","M124",3,"med",2008,"October","Just Opaque",2005,2006,2,1.897801561,2.072676347,1.556574876,"med_2006","med_2006",16.7062784025,13.559240758,18.9541624342857,20.3250259233333,20.3250259233333,24.4087890989729,24.7594444444444,24.0581337535014
"163","M124",3,"med",2008,"October","Just Opaque",2005,2007,3,2.072676347,NA,1.897801561,"med_2007","med_2007",16.7052226016667,13.7193799,18.8379673885714,20.4790245666667,20.4790245666667,22.3201246588379,21.9875,22.6527493176758
"164","M125",3,"med",2008,"October","Just Opaque",2005,2005,1,1.511777251,1.869509847,0,"med_2005","med_2005",16.51457726,13.48520655,18.6784134814286,20.54485515,20.54485515,23.4721289862099,24.12,22.8242579724197
"165","M125",3,"med",2008,"October","Just Opaque",2005,2006,2,1.869509847,2.064116848,1.511777251,"med_2006","med_2006",16.7062784025,13.559240758,18.9541624342857,20.3250259233333,20.3250259233333,24.4087890989729,24.7594444444444,24.0581337535014
"166","M125",3,"med",2008,"October","Just Opaque",2005,2007,3,2.064116848,NA,1.869509847,"med_2007","med_2007",16.7052226016667,13.7193799,18.8379673885714,20.4790245666667,20.4790245666667,22.3201246588379,21.9875,22.6527493176758
"167","M126",2,"med",2008,"March","Opaque",2006,2006,1,1.596474572,1.969056369,0,"med_2006","med_2006",16.7062784025,13.559240758,18.9541624342857,20.3250259233333,20.3250259233333,24.4087890989729,24.7594444444444,24.0581337535014
"168","M126",2,"med",2008,"March","Opaque",2006,2007,2,1.969056369,NA,1.596474572,"med_2007","med_2007",16.7052226016667,13.7193799,18.8379673885714,20.4790245666667,20.4790245666667,22.3201246588379,21.9875,22.6527493176758
"169","M130",2,"med",2008,"March","Opaque",2006,2006,1,1.631933986,2.063828296,0,"med_2006","med_2006",16.7062784025,13.559240758,18.9541624342857,20.3250259233333,20.3250259233333,24.4087890989729,24.7594444444444,24.0581337535014
"170","M130",2,"med",2008,"March","Opaque",2006,2007,2,2.063828296,NA,1.631933986,"med_2007","med_2007",16.7052226016667,13.7193799,18.8379673885714,20.4790245666667,20.4790245666667,22.3201246588379,21.9875,22.6527493176758
"171","M131",2,"med",2008,"March","Opaque",2006,2006,1,1.693727404,2.095111218,0,"med_2006","med_2006",16.7062784025,13.559240758,18.9541624342857,20.3250259233333,20.3250259233333,24.4087890989729,24.7594444444444,24.0581337535014
"172","M131",2,"med",2008,"March","Opaque",2006,2007,2,2.095111218,NA,1.693727404,"med_2007","med_2007",16.7052226016667,13.7193799,18.8379673885714,20.4790245666667,20.4790245666667,22.3201246588379,21.9875,22.6527493176758
"173","M132",3,"med",2008,"March","Opaque",2005,2005,1,1.281762589,1.72819488,0,"med_2005","med_2005",16.51457726,13.48520655,18.6784134814286,20.54485515,20.54485515,23.4721289862099,24.12,22.8242579724197
"174","M132",3,"med",2008,"March","Opaque",2005,2006,2,1.72819488,2.035756039,1.281762589,"med_2006","med_2006",16.7062784025,13.559240758,18.9541624342857,20.3250259233333,20.3250259233333,24.4087890989729,24.7594444444444,24.0581337535014
"175","M132",3,"med",2008,"March","Opaque",2005,2007,3,2.035756039,NA,1.72819488,"med_2007","med_2007",16.7052226016667,13.7193799,18.8379673885714,20.4790245666667,20.4790245666667,22.3201246588379,21.9875,22.6527493176758
"176","M135",1,"med",2008,"March","Opaque",2007,2007,1,1.594082214,NA,0,"med_2007","med_2007",16.7052226016667,13.7193799,18.8379673885714,20.4790245666667,20.4790245666667,22.3201246588379,21.9875,22.6527493176758
"177","M136",1,"med",2008,"March","Opaque",2007,2007,1,1.522086981,NA,0,"med_2007","med_2007",16.7052226016667,13.7193799,18.8379673885714,20.4790245666667,20.4790245666667,22.3201246588379,21.9875,22.6527493176758
"178","M137",1,"med",2008,"November","Just Opaque",2007,2007,1,1.670649388,NA,0,"med_2007","med_2007",16.7052226016667,13.7193799,18.8379673885714,20.4790245666667,20.4790245666667,22.3201246588379,21.9875,22.6527493176758
"179","M138",1,"med",2008,"November","Just Opaque",2007,2007,1,1.530477739,NA,0,"med_2007","med_2007",16.7052226016667,13.7193799,18.8379673885714,20.4790245666667,20.4790245666667,22.3201246588379,21.9875,22.6527493176758
"180","M139",1,"med",2008,"November","Just Opaque",2007,2007,1,1.655490634,NA,0,"med_2007","med_2007",16.7052226016667,13.7193799,18.8379673885714,20.4790245666667,20.4790245666667,22.3201246588379,21.9875,22.6527493176758
"181","M141",1,"med",2008,"November","Just Opaque",2007,2007,1,1.610843971,NA,0,"med_2007","med_2007",16.7052226016667,13.7193799,18.8379673885714,20.4790245666667,20.4790245666667,22.3201246588379,21.9875,22.6527493176758
"182","M147",1,"med",2008,"November","Translucent",2007,2007,1,1.331353774,NA,0,"med_2007","med_2007",16.7052226016667,13.7193799,18.8379673885714,20.4790245666667,20.4790245666667,22.3201246588379,21.9875,22.6527493176758
"183","M149",1,"med",2008,"November","Just Opaque",2007,2007,1,1.676312316,NA,0,"med_2007","med_2007",16.7052226016667,13.7193799,18.8379673885714,20.4790245666667,20.4790245666667,22.3201246588379,21.9875,22.6527493176758
"184","M152",1,"med",2008,"November","Just Opaque",2007,2007,1,1.748709652,NA,0,"med_2007","med_2007",16.7052226016667,13.7193799,18.8379673885714,20.4790245666667,20.4790245666667,22.3201246588379,21.9875,22.6527493176758
"185","M153",2,"med",2008,"January","Opaque",2006,2006,1,1.282983956,1.639114853,0,"med_2006","med_2006",16.7062784025,13.559240758,18.9541624342857,20.3250259233333,20.3250259233333,24.4087890989729,24.7594444444444,24.0581337535014
"186","M153",2,"med",2008,"January","Opaque",2006,2007,2,1.639114853,NA,1.282983956,"med_2007","med_2007",16.7052226016667,13.7193799,18.8379673885714,20.4790245666667,20.4790245666667,22.3201246588379,21.9875,22.6527493176758
"187","M154",2,"med",2008,"January","Translucent",2006,2006,1,1.425192149,1.893334563,0,"med_2006","med_2006",16.7062784025,13.559240758,18.9541624342857,20.3250259233333,20.3250259233333,24.4087890989729,24.7594444444444,24.0581337535014
"188","M154",2,"med",2008,"January","Translucent",2006,2007,2,1.893334563,NA,1.425192149,"med_2007","med_2007",16.7052226016667,13.7193799,18.8379673885714,20.4790245666667,20.4790245666667,22.3201246588379,21.9875,22.6527493176758
"189","M155",2,"med",2008,"January","Opaque",2006,2006,1,1.429435697,1.851798999,0,"med_2006","med_2006",16.7062784025,13.559240758,18.9541624342857,20.3250259233333,20.3250259233333,24.4087890989729,24.7594444444444,24.0581337535014
"190","M155",2,"med",2008,"January","Opaque",2006,2007,2,1.851798999,NA,1.429435697,"med_2007","med_2007",16.7052226016667,13.7193799,18.8379673885714,20.4790245666667,20.4790245666667,22.3201246588379,21.9875,22.6527493176758
"191","M156",2,"med",2008,"January","Opaque",2006,2006,1,1.48410834,1.826314416,0,"med_2006","med_2006",16.7062784025,13.559240758,18.9541624342857,20.3250259233333,20.3250259233333,24.4087890989729,24.7594444444444,24.0581337535014
"192","M156",2,"med",2008,"January","Opaque",2006,2007,2,1.826314416,NA,1.48410834,"med_2007","med_2007",16.7052226016667,13.7193799,18.8379673885714,20.4790245666667,20.4790245666667,22.3201246588379,21.9875,22.6527493176758
"193","M157",2,"med",2008,"January","Opaque",2006,2006,1,1.468016776,1.808948674,0,"med_2006","med_2006",16.7062784025,13.559240758,18.9541624342857,20.3250259233333,20.3250259233333,24.4087890989729,24.7594444444444,24.0581337535014
"194","M157",2,"med",2008,"January","Opaque",2006,2007,2,1.808948674,NA,1.468016776,"med_2007","med_2007",16.7052226016667,13.7193799,18.8379673885714,20.4790245666667,20.4790245666667,22.3201246588379,21.9875,22.6527493176758
"195","M159",2,"med",2008,"January","Opaque",2006,2006,1,1.332161373,1.739946699,0,"med_2006","med_2006",16.7062784025,13.559240758,18.9541624342857,20.3250259233333,20.3250259233333,24.4087890989729,24.7594444444444,24.0581337535014
"196","M159",2,"med",2008,"January","Opaque",2006,2007,2,1.739946699,NA,1.332161373,"med_2007","med_2007",16.7052226016667,13.7193799,18.8379673885714,20.4790245666667,20.4790245666667,22.3201246588379,21.9875,22.6527493176758
"197","M162",2,"med",2008,"January","Opaque",2006,2006,1,1.299267245,1.814616255,0,"med_2006","med_2006",16.7062784025,13.559240758,18.9541624342857,20.3250259233333,20.3250259233333,24.4087890989729,24.7594444444444,24.0581337535014
"198","M162",2,"med",2008,"January","Opaque",2006,2007,2,1.814616255,NA,1.299267245,"med_2007","med_2007",16.7052226016667,13.7193799,18.8379673885714,20.4790245666667,20.4790245666667,22.3201246588379,21.9875,22.6527493176758
"199","M164",2,"med",2008,"January","Opaque",2006,2006,1,1.464607841,1.808150272,0,"med_2006","med_2006",16.7062784025,13.559240758,18.9541624342857,20.3250259233333,20.3250259233333,24.4087890989729,24.7594444444444,24.0581337535014
"200","M164",2,"med",2008,"January","Opaque",2006,2007,2,1.808150272,NA,1.464607841,"med_2007","med_2007",16.7052226016667,13.7193799,18.8379673885714,20.4790245666667,20.4790245666667,22.3201246588379,21.9875,22.6527493176758
"201","M165",2,"med",2008,"January","Opaque",2006,2006,1,1.606908945,1.865261267,0,"med_2006","med_2006",16.7062784025,13.559240758,18.9541624342857,20.3250259233333,20.3250259233333,24.4087890989729,24.7594444444444,24.0581337535014
"202","M165",2,"med",2008,"January","Opaque",2006,2007,2,1.865261267,NA,1.606908945,"med_2007","med_2007",16.7052226016667,13.7193799,18.8379673885714,20.4790245666667,20.4790245666667,22.3201246588379,21.9875,22.6527493176758
"203","M179",2,"med",2011,"February","Just Opaque",2009,2009,1,1.51452157,1.930836477,0,"med_2009","med_2009",16.7426898816667,13.354949228,19.1625046342857,21.03980054,21.03980054,24.4477394568939,24.7416666666667,24.1538122471211
"204","M179",2,"med",2011,"February","Just Opaque",2009,2010,2,1.930836477,NA,1.51452157,"med_2010","med_2010",16.4503219225,13.281026028,18.7141047042857,20.44890338,20.44890338,22.7469297823296,22.7201851851852,22.773674379474
"205","M180",2,"med",2011,"March","Just Opaque",2009,2009,1,1.612739085,1.973470514,0,"med_2009","med_2009",16.7426898816667,13.354949228,19.1625046342857,21.03980054,21.03980054,24.4477394568939,24.7416666666667,24.1538122471211
"206","M180",2,"med",2011,"March","Just Opaque",2009,2010,2,1.973470514,NA,1.612739085,"med_2010","med_2010",16.4503219225,13.281026028,18.7141047042857,20.44890338,20.44890338,22.7469297823296,22.7201851851852,22.773674379474
"207","M181",2,"med",2011,"April","Opaque",2009,2009,1,1.393345081,1.799970228,0,"med_2009","med_2009",16.7426898816667,13.354949228,19.1625046342857,21.03980054,21.03980054,24.4477394568939,24.7416666666667,24.1538122471211
"208","M181",2,"med",2011,"April","Opaque",2009,2010,2,1.799970228,NA,1.393345081,"med_2010","med_2010",16.4503219225,13.281026028,18.7141047042857,20.44890338,20.44890338,22.7469297823296,22.7201851851852,22.773674379474
"209","M182",2,"med",2011,"May","Translucent ",2009,2009,1,1.177118949,1.6429779,0,"med_2009","med_2009",16.7426898816667,13.354949228,19.1625046342857,21.03980054,21.03980054,24.4477394568939,24.7416666666667,24.1538122471211
"210","M182",2,"med",2011,"May","Translucent ",2009,2010,2,1.6429779,NA,1.177118949,"med_2010","med_2010",16.4503219225,13.281026028,18.7141047042857,20.44890338,20.44890338,22.7469297823296,22.7201851851852,22.773674379474
"211","M183",2,"med",2011,"June","Translucent ",2009,2009,1,1.476107232,1.799104231,0,"med_2009","med_2009",16.7426898816667,13.354949228,19.1625046342857,21.03980054,21.03980054,24.4477394568939,24.7416666666667,24.1538122471211
"212","M183",2,"med",2011,"June","Translucent ",2009,2010,2,1.799104231,NA,1.476107232,"med_2010","med_2010",16.4503219225,13.281026028,18.7141047042857,20.44890338,20.44890338,22.7469297823296,22.7201851851852,22.773674379474
"213","M184",3,"med",2011,"May","Opaque",2008,2008,1,1.341128471,1.81951999,0,"med_2008","med_2008",16.546388265,13.46769182,18.7454571542857,20.1996657633333,20.1996657633333,22.5163688000453,22.3351851851852,22.6975524149054
"214","M184",3,"med",2011,"May","Opaque",2008,2009,2,1.81951999,2.10189042,1.341128471,"med_2009","med_2009",16.7426898816667,13.354949228,19.1625046342857,21.03980054,21.03980054,24.4477394568939,24.7416666666667,24.1538122471211
"215","M184",3,"med",2011,"May","Opaque",2008,2010,3,2.10189042,NA,1.81951999,"med_2010","med_2010",16.4503219225,13.281026028,18.7141047042857,20.44890338,20.44890338,22.7469297823296,22.7201851851852,22.773674379474
"216","M185",4,"med",2012,"June","Translucent ",2007,2007,1,1.358,1.779,0,"med_2007","med_2007",16.7052226016667,13.7193799,18.8379673885714,20.4790245666667,20.4790245666667,22.3201246588379,21.9875,22.6527493176758
"217","M185",4,"med",2012,"June","Translucent ",2007,2008,2,1.779,2.068,1.358,"med_2008","med_2008",16.546388265,13.46769182,18.7454571542857,20.1996657633333,20.1996657633333,22.5163688000453,22.3351851851852,22.6975524149054
"218","M185",4,"med",2012,"June","Translucent ",2007,2009,3,2.068,2.281,1.779,"med_2009","med_2009",16.7426898816667,13.354949228,19.1625046342857,21.03980054,21.03980054,24.4477394568939,24.7416666666667,24.1538122471211
"219","M185",4,"med",2012,"June","Translucent ",2007,2010,4,2.281,NA,2.068,"med_2010","med_2010",16.4503219225,13.281026028,18.7141047042857,20.44890338,20.44890338,22.7469297823296,22.7201851851852,22.773674379474
"220","M186",1,"med",2011,"August","Translucent ",2010,2010,1,1.535440704,NA,0,"med_2010","med_2010",16.4503219225,13.281026028,18.7141047042857,20.44890338,20.44890338,22.7469297823296,22.7201851851852,22.773674379474
"221","M187",2,"med",2011,"August","Unsure",2009,2009,1,1.554768753,1.871381343,0,"med_2009","med_2009",16.7426898816667,13.354949228,19.1625046342857,21.03980054,21.03980054,24.4477394568939,24.7416666666667,24.1538122471211
"222","M187",2,"med",2011,"August","Unsure",2009,2010,2,1.871381343,NA,1.554768753,"med_2010","med_2010",16.4503219225,13.281026028,18.7141047042857,20.44890338,20.44890338,22.7469297823296,22.7201851851852,22.773674379474
"223","M188",1,"med",2011,"August","Translucent ",2010,2010,1,1.413689825,NA,0,"med_2010","med_2010",16.4503219225,13.281026028,18.7141047042857,20.44890338,20.44890338,22.7469297823296,22.7201851851852,22.773674379474
"224","M189",1,"med",2011,"August","Translucent ",2010,2010,1,1.519333416,NA,0,"med_2010","med_2010",16.4503219225,13.281026028,18.7141047042857,20.44890338,20.44890338,22.7469297823296,22.7201851851852,22.773674379474
"225","M190",1,"med",2011,"August","Translucent ",2010,2010,1,1.35086743,NA,0,"med_2010","med_2010",16.4503219225,13.281026028,18.7141047042857,20.44890338,20.44890338,22.7469297823296,22.7201851851852,22.773674379474
"226","M191",1,"med",2011,"September","Translucent ",2010,2010,1,1.359414101,NA,0,"med_2010","med_2010",16.4503219225,13.281026028,18.7141047042857,20.44890338,20.44890338,22.7469297823296,22.7201851851852,22.773674379474
"227","M192",1,"med",2011,"September","Translucent ",2010,2010,1,1.572724733,NA,0,"med_2010","med_2010",16.4503219225,13.281026028,18.7141047042857,20.44890338,20.44890338,22.7469297823296,22.7201851851852,22.773674379474
"228","M193",2,"med",2011,"April","Translucent ",2009,2009,1,1.399254579,1.823021065,0,"med_2009","med_2009",16.7426898816667,13.354949228,19.1625046342857,21.03980054,21.03980054,24.4477394568939,24.7416666666667,24.1538122471211
"229","M193",2,"med",2011,"April","Translucent ",2009,2010,2,1.823021065,NA,1.399254579,"med_2010","med_2010",16.4503219225,13.281026028,18.7141047042857,20.44890338,20.44890338,22.7469297823296,22.7201851851852,22.773674379474
"230","M194",2,"med",2011,"April","Unsure",2009,2009,1,1.501413801,1.973419623,0,"med_2009","med_2009",16.7426898816667,13.354949228,19.1625046342857,21.03980054,21.03980054,24.4477394568939,24.7416666666667,24.1538122471211
"231","M194",2,"med",2011,"April","Unsure",2009,2010,2,1.973419623,NA,1.501413801,"med_2010","med_2010",16.4503219225,13.281026028,18.7141047042857,20.44890338,20.44890338,22.7469297823296,22.7201851851852,22.773674379474
"232","M195",2,"med",2011,"May","Unsure",2009,2009,1,1.500706174,1.914728521,0,"med_2009","med_2009",16.7426898816667,13.354949228,19.1625046342857,21.03980054,21.03980054,24.4477394568939,24.7416666666667,24.1538122471211
"233","M195",2,"med",2011,"May","Unsure",2009,2010,2,1.914728521,NA,1.500706174,"med_2010","med_2010",16.4503219225,13.281026028,18.7141047042857,20.44890338,20.44890338,22.7469297823296,22.7201851851852,22.773674379474
"234","M196",4,"med",2011,"May","Translucent ",2007,2007,1,1.254604839,1.672721382,0,"med_2007","med_2007",16.7052226016667,13.7193799,18.8379673885714,20.4790245666667,20.4790245666667,22.3201246588379,21.9875,22.6527493176758
"235","M196",4,"med",2011,"May","Translucent ",2007,2008,2,1.672721382,1.924252277,1.254604839,"med_2008","med_2008",16.546388265,13.46769182,18.7454571542857,20.1996657633333,20.1996657633333,22.5163688000453,22.3351851851852,22.6975524149054
"236","M196",4,"med",2011,"May","Translucent ",2007,2009,3,1.924252277,2.045203232,1.672721382,"med_2009","med_2009",16.7426898816667,13.354949228,19.1625046342857,21.03980054,21.03980054,24.4477394568939,24.7416666666667,24.1538122471211
"237","M196",4,"med",2011,"May","Translucent ",2007,2010,4,2.045203232,NA,1.924252277,"med_2010","med_2010",16.4503219225,13.281026028,18.7141047042857,20.44890338,20.44890338,22.7469297823296,22.7201851851852,22.773674379474
"238","M197",2,"med",2011,"June","Translucent ",2009,2009,1,1.444658787,1.850382392,0,"med_2009","med_2009",16.7426898816667,13.354949228,19.1625046342857,21.03980054,21.03980054,24.4477394568939,24.7416666666667,24.1538122471211
"239","M197",2,"med",2011,"June","Translucent ",2009,2010,2,1.850382392,NA,1.444658787,"med_2010","med_2010",16.4503219225,13.281026028,18.7141047042857,20.44890338,20.44890338,22.7469297823296,22.7201851851852,22.773674379474
"240","M198",2,"med",2011,"June","Translucent ",2009,2009,1,1.368071447,1.650061421,0,"med_2009","med_2009",16.7426898816667,13.354949228,19.1625046342857,21.03980054,21.03980054,24.4477394568939,24.7416666666667,24.1538122471211
"241","M198",2,"med",2011,"June","Translucent ",2009,2010,2,1.650061421,NA,1.368071447,"med_2010","med_2010",16.4503219225,13.281026028,18.7141047042857,20.44890338,20.44890338,22.7469297823296,22.7201851851852,22.773674379474
"242","M199",2,"med",2011,"May","Unsure",2009,2009,1,1.583944167,1.854512965,0,"med_2009","med_2009",16.7426898816667,13.354949228,19.1625046342857,21.03980054,21.03980054,24.4477394568939,24.7416666666667,24.1538122471211
"243","M199",2,"med",2011,"May","Unsure",2009,2010,2,1.854512965,NA,1.583944167,"med_2010","med_2010",16.4503219225,13.281026028,18.7141047042857,20.44890338,20.44890338,22.7469297823296,22.7201851851852,22.773674379474
"244","M200",2,"med",2011,"May","Translucent ",2009,2009,1,1.376362111,1.769637081,0,"med_2009","med_2009",16.7426898816667,13.354949228,19.1625046342857,21.03980054,21.03980054,24.4477394568939,24.7416666666667,24.1538122471211
"245","M200",2,"med",2011,"May","Translucent ",2009,2010,2,1.769637081,NA,1.376362111,"med_2010","med_2010",16.4503219225,13.281026028,18.7141047042857,20.44890338,20.44890338,22.7469297823296,22.7201851851852,22.773674379474
"246","M201",3,"med",2011,"April","Just Opaque",2008,2008,1,1.502095219,1.94641498,0,"med_2008","med_2008",16.546388265,13.46769182,18.7454571542857,20.1996657633333,20.1996657633333,22.5163688000453,22.3351851851852,22.6975524149054
"247","M201",3,"med",2011,"April","Just Opaque",2008,2009,2,1.94641498,2.090261284,1.502095219,"med_2009","med_2009",16.7426898816667,13.354949228,19.1625046342857,21.03980054,21.03980054,24.4477394568939,24.7416666666667,24.1538122471211
"248","M201",3,"med",2011,"April","Just Opaque",2008,2010,3,2.090261284,NA,1.94641498,"med_2010","med_2010",16.4503219225,13.281026028,18.7141047042857,20.44890338,20.44890338,22.7469297823296,22.7201851851852,22.773674379474
"249","M202",2,"med",2011,"October","Translucent ",2009,2009,1,1.372284173,1.865179477,0,"med_2009","med_2009",16.7426898816667,13.354949228,19.1625046342857,21.03980054,21.03980054,24.4477394568939,24.7416666666667,24.1538122471211
"250","M202",2,"med",2011,"October","Translucent ",2009,2010,2,1.865179477,NA,1.372284173,"med_2010","med_2010",16.4503219225,13.281026028,18.7141047042857,20.44890338,20.44890338,22.7469297823296,22.7201851851852,22.773674379474
"251","M203",3,"med",2011,"October","Translucent ",2008,2008,1,1.452788733,1.900155805,0,"med_2008","med_2008",16.546388265,13.46769182,18.7454571542857,20.1996657633333,20.1996657633333,22.5163688000453,22.3351851851852,22.6975524149054
"252","M203",3,"med",2011,"October","Translucent ",2008,2009,2,1.900155805,2.099151135,1.452788733,"med_2009","med_2009",16.7426898816667,13.354949228,19.1625046342857,21.03980054,21.03980054,24.4477394568939,24.7416666666667,24.1538122471211
"253","M203",3,"med",2011,"October","Translucent ",2008,2010,3,2.099151135,NA,1.900155805,"med_2010","med_2010",16.4503219225,13.281026028,18.7141047042857,20.44890338,20.44890338,22.7469297823296,22.7201851851852,22.773674379474
"254","M204",4,"med",2011,"March","Unsure",2007,2007,1,1.309345083,1.633928736,0,"med_2007","med_2007",16.7052226016667,13.7193799,18.8379673885714,20.4790245666667,20.4790245666667,22.3201246588379,21.9875,22.6527493176758
"255","M204",4,"med",2011,"March","Unsure",2007,2008,2,1.633928736,1.948899075,1.309345083,"med_2008","med_2008",16.546388265,13.46769182,18.7454571542857,20.1996657633333,20.1996657633333,22.5163688000453,22.3351851851852,22.6975524149054
"256","M204",4,"med",2011,"March","Unsure",2007,2009,3,1.948899075,2.128728649,1.633928736,"med_2009","med_2009",16.7426898816667,13.354949228,19.1625046342857,21.03980054,21.03980054,24.4477394568939,24.7416666666667,24.1538122471211
"257","M204",4,"med",2011,"March","Unsure",2007,2010,4,2.128728649,NA,1.948899075,"med_2010","med_2010",16.4503219225,13.281026028,18.7141047042857,20.44890338,20.44890338,22.7469297823296,22.7201851851852,22.773674379474
"258","M205",3,"med",2011,"March","Unsure",2008,2008,1,1.595377828,1.905871918,0,"med_2008","med_2008",16.546388265,13.46769182,18.7454571542857,20.1996657633333,20.1996657633333,22.5163688000453,22.3351851851852,22.6975524149054
"259","M205",3,"med",2011,"March","Unsure",2008,2009,2,1.905871918,2.142696496,1.595377828,"med_2009","med_2009",16.7426898816667,13.354949228,19.1625046342857,21.03980054,21.03980054,24.4477394568939,24.7416666666667,24.1538122471211
